과목명,교수명,개설학과전공,이수구분,영역,캠퍼스,수업유형,출결,시험,과제,조모임,성적,강의 시간,강의력,평점,전체 벡터
창조적 사고와 글쓰기,양정화,창의융합학부,공통교양,영역없음,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",0,0.5,0.4,"[0.6, 0.5, 0.5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 3, 1, 0, 0.8]"
창조적 사고와 글쓰기,김예니,창의융합학부,공통교양,영역없음,"[1, 0]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",0,1,0,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 0.0]"
창조적 사고와 글쓰기,조별,창의융합학부,공통교양,영역없음,"[1, 0]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",1,1,0,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 0.0]"
창조적 사고와 글쓰기,정슬아,창의융합학부,공통교양,영역없음,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.5, 0.5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
창조적 사고와 글쓰기,김나영,창의융합학부,공통교양,영역없음,"[1, 0]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",1,0.5,0,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1.0, 0.5, 0, 0, 3, 1, 0, 0.0]"
창조적 사고와 글쓰기,방금단,창의융합학부,공통교양,영역없음,"[1, 0]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",1,0.5,0,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1.0, 0.5, 0, 0, 3, 1, 0, 0.0]"
창조적 사고와 글쓰기,김자영,창의융합학부,공통교양,영역없음,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.4,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 0.8]"
창조적 사고와 글쓰기,박아름,창의융합학부,공통교양,영역없음,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.5, 0.5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
창조적 사고와 글쓰기,김예니,창의융합학부,공통교양,영역없음,"[1, 0]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",0,1,0,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 0.0]"
창조적 사고와 글쓰기,조별,창의융합학부,공통교양,영역없음,"[1, 0]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",1,1,0,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 0.0]"
창조적 사고와 글쓰기,정슬아,창의융합학부,공통교양,영역없음,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.5, 0.5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
창조적 사고와 글쓰기,방금단,창의융합학부,공통교양,영역없음,"[1, 0]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",1,0.5,0,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1.0, 0.5, 0, 0, 3, 1, 0, 0.0]"
창조적 사고와 글쓰기,김자영,창의융합학부,공통교양,영역없음,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.4,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 0.8]"
창조적 사고와 글쓰기,송용구,창의융합학부,공통교양,영역없음,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
창조적 사고와 글쓰기,이윤경,창의융합학부,공통교양,영역없음,"[0, 1]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",1,0.5,0,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1.0, 0.5, 0, 0, 3, 0, 1, 0.0]"
창조적 사고와 글쓰기,정슬아,창의융합학부,공통교양,영역없음,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.5, 0.5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
창조적 사고와 글쓰기,이윤경,창의융합학부,공통교양,영역없음,"[0, 1]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",1,0.5,0,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1.0, 0.5, 0, 0, 3, 0, 1, 0.0]"
창조적 사고와 글쓰기,신희경,창의융합학부,공통교양,영역없음,"[0, 1]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",0,1,0,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 0.0]"
창조적 사고와 글쓰기,정슬아,창의융합학부,공통교양,영역없음,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.5, 0.5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
창조적 사고와 글쓰기,이윤경,창의융합학부,공통교양,영역없음,"[0, 1]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",1,0.5,0,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1.0, 0.5, 0, 0, 3, 0, 1, 0.0]"
창조적 사고와 글쓰기,송용구,창의융합학부,공통교양,영역없음,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
창조적 사고와 글쓰기,신정은,창의융합학부,공통교양,영역없음,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
창조적 사고와 글쓰기,이윤경,창의융합학부,공통교양,영역없음,"[0, 1]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",1,0.5,0,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1.0, 0.5, 0, 0, 3, 0, 1, 0.0]"
창조적 사고와 글쓰기,김보람,창의융합학부,공통교양,영역없음,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
A Journey through Drama and Film,수잔 홀랜드,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,1,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 1.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
Short Stories of the World,메스 닐슨,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[0, 0, 0, 1, 0]",0.4,0,0,"[0, 1, 0, 0]",0,1,0.4,"[0.4, 0.0, 0.0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 0.8]"
British Culture and History,올리버 테리,창의융합학부,공통교양,영어,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,0.5,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.5, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
Understanding Western Culture,다릴 로스,창의융합학부,공통교양,영어,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,1,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 1.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
World News Analysis and Discourse,존 다니엘 맥카시,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",0,1,0.5,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
Introduction to Social Psychology,조나단 리스 팬톤,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,1,1,"[0, 1, 0, 0]",0,1,0.4,"[0.6, 1.0, 1.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 0.8]"
"Global Communication through Food, Travel & Culture",스티븐 파이겐바움,창의융합학부,공통교양,영어,"[0, 1]","[0, 0, 3]","[0, 0, 0, 1, 0]",0.6,0.5,1,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 1.0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
A Journey through Harry Potter,콜 헌트,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.5, 0.5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
North American Women in Art,앤드리아 톨레프슨,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,1,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.5, 1.0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
English Listening on Current Affairs,김장욱,창의융합학부,공통교양,영어,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",0,1,0.4,"[0.6, 0.5, 0.5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 0.8]"
Vocabularies and Expressions for English Learners,김장욱,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,1,1,"[1, 0, 0, 0]",0,1,0.4,"[0.6, 1.0, 1.0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 0.8]"
Elements of the Mystery Story,메스 닐슨,창의융합학부,공통교양,영어,"[0, 1]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",0,1,0.5,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
A Journey to the Museum,김장욱,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,1,1,"[1, 0, 0, 0]",0,0.5,0.4,"[0.6, 1.0, 1.0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.5, 0, 0, 3, 1, 0, 0.8]"
Digital Literacy: English for the Web,다릴 로스,창의융합학부,공통교양,영어,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0.5,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.5, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
American Culture and History,존 다니엘 맥카시,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,1,0.5,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 1.0, 0.5, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
Developing Positive Mind,조나단 리스 팬톤,창의융합학부,공통교양,영어,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,1,0,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 1.0, 0.0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
Issues in American Justice,존 다니엘 맥카시,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,0.5,"[1, 0, 0, 0]",1,1,0.5,"[0.6, 0.5, 0.5, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
Dive into Diversity: A Cross-Cultural Journey,조나단 리스 팬톤,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,1,0.5,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 1.0, 0.5, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
International Women's Studies,수잔 홀랜드,창의융합학부,공통교양,영어,"[0, 1]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",0,1,0,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 0.0]"
Understanding Human Rights,올리버 테리,창의융합학부,공통교양,영어,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.5, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
Global Citizenship Education and Global Leadership,로난 맥알리스터,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0.5,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.5, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
Exploring the World of Sports,스티븐 파이겐바움,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[0, 0, 0, 1, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.5, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
Basic English Communication,로난 맥알리스터,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,1,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.0, 1.0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
Basic English Communication,다릴 로스,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
Basic English Communication,스티븐 파이겐바움,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.6,0,1,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.0, 1.0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
Basic English Communication,앤드리아 톨레프슨,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,1,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 1.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
Basic English Communication,메스 닐슨,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[0, 0, 0, 1, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
Basic English Communication,수잔 홀랜드,창의융합학부,공통교양,영어,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,1,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.0, 1.0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
Basic English Communication,콜 헌트,창의융합학부,공통교양,영어,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0.5,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
Basic English Communication,존 다니엘 맥카시,창의융합학부,공통교양,영어,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0.5,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.5, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
Intermediate English Communication,수잔 홀랜드,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,1,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.0, 1.0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
Intermediate English Communication,콜 헌트,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",0,1,0.5,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
Intermediate English Communication,메스 닐슨,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",0,1,0.5,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
Intermediate English Communication,로난 맥알리스터,창의융합학부,공통교양,영어,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
Intermediate English Communication,스티븐 파이겐바움,창의융합학부,공통교양,영어,"[0, 1]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",0,1,0.5,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
Advanced English Communication,로난 맥알리스터,창의융합학부,공통교양,영어,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
Advanced English Communication,올리버 테리,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0.5,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.5, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
ImaginEd: Power of Metaphor and Media in Learning,다릴 로스,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0.5,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.5, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
"Dystopian Media: Language, Society, and the Future",앤드리아 톨레프슨,창의융합학부,공통교양,영어,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.2,0.5,1,"[1, 0, 0, 0]",0,1,0.5,"[0.2, 0.5, 1.0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
Digital Resilience: Fake News and Algorithms,조나단 리스 팬톤,창의융합학부,공통교양,영어,"[0, 1]","[0, 0, 3]","[0, 0, 0, 1, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.5, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
Social Media Content Creation,콜 헌트,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,1,0.5,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 1.0, 0.5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
Navigating Life Overseas,로난 맥알리스터,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,1,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.0, 1.0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
Australian Culture and History,올리버 테리,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,1,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.5, 1.0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
Canadian Culture and History,앤드리아 톨레프슨,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.2,0.5,1,"[1, 0, 0, 0]",0,1,0.5,"[0.2, 0.5, 1.0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
Historical Turning Points,올리버 테리,창의융합학부,공통교양,영어,"[1, 0]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",0,1,0.5,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
공통 중국어,리우 나,창의융합학부,공통교양,제2외국어,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[1, 0, 0, 0]",1,1,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
공통 중국어,강선화,창의융합학부,공통교양,제2외국어,"[1, 0]","[0, 0, 0]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",1,0.5,0.4,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 0.5, 0, 0, 0, 1, 0, 0.8]"
