과목명,교수명,개설학과전공,이수구분,영역,캠퍼스,수업유형,출결,시험,과제,조모임,성적,강의 시간,강의력,평점,전체 벡터
동아시아 문학의 비교,송향경,창의융합학부,핵심교양,문학과예술,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.4,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.4, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 1.0]"
조선 문인들이 사랑한 나의 집,강혜선,창의융합학부,핵심교양,문학과예술,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",1,0.5,0,"[0, 1, 0, 0]",0,1,0.4,"[1.0, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 0.8]"
전쟁사,나익성,창의융합학부,핵심교양,역사의해석,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.5, 0.5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
세계문화유산으로 보는 한국의 역사와 문화,강호선,창의융합학부,핵심교양,역사의해석,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,0.5,0.4,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 0, 1, 0, 0.8]"
동아시아의 역사와 문화,이유진,창의융합학부,핵심교양,역사의해석,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
과학기술사,김현준,창의융합학부,핵심교양,역사의해석,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,1,0.3,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 0.6]"
문화와 일상으로 본 서양사,오경환,창의융합학부,핵심교양,역사의해석,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,0.5,0.4,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 0, 1, 0, 0.8]"
동양 고전의 산책,김용재,창의융합학부,핵심교양,역사의해석,"[0, 1]","[0, 0, 0]","[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,0.5,0.5,"[0.6, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 0.5, 0, 0, 0, 0, 1, 1.0]"
테마로 보는 전통문화,조순자,창의융합학부,핵심교양,역사의해석,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[1, 0, 0, 0]",1,1,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
한국사 입문,전세영,창의융합학부,핵심교양,역사의해석,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
미디어로 일본 문화 읽기,유양근,창의융합학부,핵심교양,역사의해석,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
역사와 현실,홍석률,창의융합학부,핵심교양,역사의해석,"[1, 0]","[0, 0, 0]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 1.0]"
문화콘텐츠 도시의 이해와 전망,서경덕,창의융합학부,핵심교양,역사의해석,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0.5,"[0, 1, 0, 0]",0,0.5,0.4,"[0.6, 0.0, 0.5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 3, 1, 0, 0.8]"
영화로 이해하는 한국사,이규철,창의융합학부,핵심교양,역사의해석,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.4,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.4, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 1.0]"
"우리, 독립운동을 이야기하다",이규수,창의융합학부,핵심교양,역사의해석,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.2,0,0,"[1, 0, 0, 0]",0,1,0.5,"[0.2, 0.0, 0.0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
생활 속의 법적 분쟁과 해결,최우령,창의융합학부,핵심교양,사회의이해,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.4,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.4, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
현대 사회와 소외,김선주,창의융합학부,핵심교양,사회의이해,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
국가안보론,정방호,창의융합학부,핵심교양,사회의이해,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
국가안보론,나익성,창의융합학부,핵심교양,사회의이해,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.5, 0.5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
북한학,정방호,창의융합학부,핵심교양,사회의이해,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
소비자트렌드와 소비자보호,박배진,창의융합학부,핵심교양,사회의이해,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",0,1,0.4,"[0.6, 0.5, 0.5, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 0.8]"
중국의 사상과 문화,신준호,창의융합학부,핵심교양,사회의이해,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
글로벌 국가브랜드의 의미와 이해,서경덕,창의융합학부,핵심교양,사회의이해,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0.5,"[0, 1, 0, 0]",0,1,0.4,"[0.6, 0.0, 0.5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 0.8]"
음식과 문화 이야기,고성희,창의융합학부,핵심교양,사회의이해,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 1.0]"
헌법: 갈등 해결의 코드,김연식,창의융합학부,핵심교양,사회의이해,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 1.0]"
사례로 이해하는 국제관계와 법,권현호,창의융합학부,핵심교양,사회의이해,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.4,0,0,"[0, 1, 0, 0]",0,1,0.5,"[0.4, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 1.0]"
경영학 개론,황성욱,창의융합학부,핵심교양,사회의이해,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 1.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 1.0]"
일본 문화의 이해,다케우치 노리아키,창의융합학부,핵심교양,사회의이해,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
현대인의 여가 문화,김우정,창의융합학부,핵심교양,사회의이해,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",1,0.5,0.4,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 0.5, 0, 0, 3, 1, 0, 0.8]"
주거 문화의 이해,김진영,창의융합학부,핵심교양,사회의이해,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,0.5,0.4,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 3, 1, 0, 0.8]"
인물로 만나는 페미니즘,김미덕,창의융합학부,핵심교양,사회의이해,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 1.0]"
대중문화 속의 여성과 페미니즘,김미덕,창의융합학부,핵심교양,사회의이해,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.4,0.5,0,"[0, 1, 0, 0]",1,1,0.5,"[0.4, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
사회적 이슈의 찬반 논쟁,정영선,창의융합학부,핵심교양,사회의이해,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 1.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 1.0]"
가족과 젠더,박주희,창의융합학부,핵심교양,사회의이해,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
동아시아 경제와 사회,감지혜,창의융합학부,핵심교양,사회의이해,"[1, 0]","[0, 0, 0]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",0,1,0.2,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 0.4]"
비재무보고(ESG) 공시기준의 이해,전홍민,창의융합학부,핵심교양,사회의이해,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.4,0,0,"[1, 0, 0, 0]",0,1,0.5,"[0.4, 0.0, 0.0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 1.0]"
인체생리학,여기선,창의융합학부,핵심교양,자연의설명,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
생태학의 이해,김상연,창의융합학부,핵심교양,자연의설명,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,1,0.4,"[0.6, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 0.8]"
기후 변화와 문명,박경,창의융합학부,핵심교양,자연의설명,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,0.5,0.4,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 3, 1, 0, 0.8]"
우주로의 여행,이성환,창의융합학부,핵심교양,자연의설명,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
과학의 철학적 이해,배식한,창의융합학부,핵심교양,자연의설명,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,1,0.4,"[0.6, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 0.8]"
주제로 읽는 명저: 자연과학,박서현,창의융합학부,핵심교양,자연의설명,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.4,0.5,1,"[1, 0, 0, 0]",0,1,0.5,"[0.4, 0.5, 1.0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
기초 수학,정해남,창의융합학부,핵심교양,자연의설명,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,1,0.4,"[0.6, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 0.8]"
마음과 뇌,김시현,창의융합학부,핵심교양,자연의설명,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,0.5,0.4,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 3, 0, 1, 0.8]"
유전자 과학과 미래,이양진,창의융합학부,핵심교양,자연의설명,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
문화 속 수학 읽기,정해남,창의융합학부,핵심교양,자연의설명,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",1,1,0.4,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 0, 1, 0, 0.8]"
ESG 실천을 위한 지구의 이해,박경,창의융합학부,핵심교양,자연의설명,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,0.5,0.3,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 0, 1, 0, 0.6]"
ESG의 이해와 실천,양인목,창의융합학부,핵심교양,자연의설명,"[0, 1]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 1, 1.0]"
탄소중립의 이해,양인목,창의융합학부,핵심교양,자연의설명,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 1.0]"
인류세와 생태적 전환,박서현,창의융합학부,핵심교양,자연의설명,"[0, 1]","[0, 0, 0]","[0, 1, 0, 0, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 0, 1, 1.0]"
무기 체계론,나익성,창의융합학부,핵심교양,공학과기술,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
생애 주기별 건강과 복지,고선강,창의융합학부,핵심교양,공학과기술,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1,0.4,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 0.8]"
기초 디자인,김예원,창의융합학부,핵심교양,공학과기술,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.4,0,0.5,"[0, 1, 0, 0]",0,1,0.5,"[0.4, 0.0, 0.5, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
생활 속의 의학정보,유하정,창의융합학부,핵심교양,공학과기술,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",1,1,0.4,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 0.8]"
헬스와 운동 재활,김영주,창의융합학부,핵심교양,공학과기술,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
4차 산업혁명과 경영혁신,심선영,창의융합학부,핵심교양,공학과기술,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1,0.4,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 0.8]"
사물 인터넷과 미래사회,신현우,창의융합학부,핵심교양,공학과기술,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.2,0.5,0,"[0, 1, 0, 0]",1,0.5,0.5,"[0.2, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 0.5, 0, 0, 3, 0, 1, 1.0]"
회계와 사회,심재연,창의융합학부,핵심교양,공학과기술,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 1.0]"
화장품과 피부,김주덕,창의융합학부,핵심교양,공학과기술,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,0.5,0.4,"[0.6, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 3, 0, 1, 0.8]"
비즈니스를 위한 인공지능,심선영,창의융합학부,핵심교양,공학과기술,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1,0.4,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 0.8]"
IoT와 전자공학개론,김준철,창의융합학부,핵심교양,공학과기술,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 1.0]"
적정기술의 이해와 개발,양인목,창의융합학부,핵심교양,공학과기술,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.4,0.5,1,"[0, 1, 0, 0]",0,1,0.5,"[0.4, 0.5, 1.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 1.0]"
비즈니스 애널리틱스의 기초,황성욱,창의융합학부,핵심교양,공학과기술,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1,0.4,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 0.8]"
동양미술로 만나는 민화와 팝아트 그리기,최소영,창의융합학부,공통교양,창의예술,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.2,0,0,"[0, 1, 0, 0]",0,1,0.5,"[0.2, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
창의적 그림과 미술이야기,손모아,창의융합학부,공통교양,창의예술,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.2,0,0,"[0, 1, 0, 0]",0,1,0.5,"[0.2, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
다시 만난 합창,박지현,창의융합학부,공통교양,창의예술,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.2,0,0.5,"[1, 0, 0, 0]",1,1,0.5,"[0.2, 0.0, 0.5, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
인문학을 업은 창의융합 클래식 음악,박승유,창의융합학부,공통교양,창의예술,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.2,1,0,"[0, 1, 0, 0]",0,0.5,0.4,"[0.2, 1.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 3, 1, 0, 0.8]"
발성과 보이스파워,윤형선,창의융합학부,공통교양,창의예술,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.4,0.5,0.5,"[1, 0, 0, 0]",0,1,0.5,"[0.4, 0.5, 0.5, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
피아노로 연주하는 세상,이승연,창의융합학부,공통교양,창의예술,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.2,0,0,"[1, 0, 0, 0]",0,1,0.5,"[0.2, 0.0, 0.0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
도자공예,박태성,창의융합학부,공통교양,창의예술,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.2,0,0,"[0, 1, 0, 0]",0,1,0.5,"[0.2, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
소비자를 위한 생활법률,미정,학사운영팀,일반교양,영역없음,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.4,0.5,0,"[0, 1, 0, 0]",0,0.5,0.3,"[0.4, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 0, 1, 0, 0.6]"
현대인의 질병과 영양,미정,학사운영팀,일반교양,영역없음,"[1, 0]","[0, 0, 0]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",0.5,0.5,0.4,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.5, 0.5, 0, 0, 0, 1, 0, 0.8]"
톡!톡! 디자인씽킹과 창업이야기,미정,학사운영팀,일반교양,영역없음,"[1, 0]","[0, 0, 0]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",0.5,0.5,0,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.5, 0.5, 0, 0, 0, 1, 0, 0.0]"
우리 문화 속의 한자어,미정,학사운영팀,일반교양,영역없음,"[1, 0]","[0, 0, 0]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",0.5,0.5,0.4,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.5, 0.5, 0, 0, 0, 1, 0, 0.8]"
TED로배우는영화속바이오테크놀로지,미정,학사운영팀,일반교양,영역없음,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.4,0.5,0,"[1, 0, 0, 0]",0,1,0.5,"[0.4, 0.5, 0.0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 1.0]"
마음을읽어주는미술치료,미정,학사운영팀,일반교양,영역없음,"[1, 0]","[0, 0, 0]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",0.5,0.5,0.2,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.5, 0.5, 0, 0, 0, 1, 0, 0.4]"
범죄와범죄심리,미정,학사운영팀,일반교양,영역없음,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0,0,"[1, 0, 0, 0]",0,0.5,0.4,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.5, 0, 0, 0, 1, 0, 0.8]"
실크로드를따라서,미정,학사운영팀,일반교양,영역없음,"[1, 0]","[0, 0, 0]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",0.5,0.5,0,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.5, 0.5, 0, 0, 0, 1, 0, 0.0]"
